-------------------------------------------------------------------------------------------------------------------------------------------
|   timestamp   |                                                         message                                                         |
|---------------|-------------------------------------------------------------------------------------------------------------------------|
| 1617788308000 | 2 416496057868 eni-0aa22b3f1bb9a1209 185.236.11.150 10.10.10.10 54989 46830 6 1 40 1617788308 1617788345 REJECT OK      |
| 1617788308000 | 2 416496057868 eni-0aa22b3f1bb9a1209 162.142.125.154 10.10.10.10 27719 9098 6 1 44 1617788308 1617788345 REJECT OK      |
| 1617788308000 | 2 416496057868 eni-0aa22b3f1bb9a1209 45.145.66.90 10.10.10.10 51774 2201 6 1 40 1617788308 1617788345 REJECT OK         |
| 1617788308000 | 2 416496057868 eni-0aa22b3f1bb9a1209 10.10.10.10 91.189.92.39 53384 443 6 10 1277 1617788308 1617788345 ACCEPT OK       |
| 1617788308000 | 2 416496057868 eni-0aa22b3f1bb9a1209 31.184.215.57 10.10.10.10 46528 10202 6 1 40 1617788308 1617788345 REJECT OK       |
| 1617788308000 | 2 416496057868 eni-0aa22b3f1bb9a1209 91.163.25.152 10.10.10.10 15587 22 6 17 3097 1617788308 1617788345 ACCEPT OK       |
| 1617788308000 | 2 416496057868 eni-0aa22b3f1bb9a1209 10.10.10.10 91.163.25.152 80 16326 6 1 40 1617788308 1617788345 ACCEPT OK          |
| 1617788308000 | 2 416496057868 eni-0aa22b3f1bb9a1209 10.10.10.10 54.172.25.22 33440 80 6 116 6782 1617788308 1617788345 ACCEPT OK       |
| 1617788308000 | 2 416496057868 eni-0aa22b3f1bb9a1209 185.236.11.2 10.10.10.10 48113 9926 6 1 40 1617788308 1617788345 REJECT OK         |
| 1617788308000 | 2 416496057868 eni-0aa22b3f1bb9a1209 91.189.88.152 10.10.10.10 80 33470 6 1899 2837685 1617788308 1617788345 ACCEPT OK  |
| 1617788308000 | 2 416496057868 eni-0aa22b3f1bb9a1209 54.172.25.22 10.10.10.10 80 33440 6 2715 4021445 1617788308 1617788345 ACCEPT OK   |
| 1617788308000 | 2 416496057868 eni-0aa22b3f1bb9a1209 3.209.10.109 10.10.10.10 80 52152 6 11732 16577994 1617788308 1617788345 ACCEPT OK |
| 1617788308000 | 2 416496057868 eni-0aa22b3f1bb9a1209 91.189.91.49 10.10.10.10 443 57368 6 10 9119 1617788308 1617788345 ACCEPT OK       |
| 1617788308000 | 2 416496057868 eni-0aa22b3f1bb9a1209 91.189.91.157 10.10.10.10 123 59253 17 1 76 1617788308 1617788345 ACCEPT OK        |
| 1617788308000 | 2 416496057868 eni-0aa22b3f1bb9a1209 91.163.25.152 10.10.10.10 14345 80 6 1 64 1617788308 1617788345 ACCEPT OK          |
| 1617788308000 | 2 416496057868 eni-0aa22b3f1bb9a1209 91.163.25.152 10.10.10.10 16326 80 6 1 64 1617788308 1617788345 ACCEPT OK          |
| 1617788308000 | 2 416496057868 eni-0aa22b3f1bb9a1209 10.10.10.10 91.189.92.40 49170 443 6 17 4388 1617788308 1617788345 ACCEPT OK       |
| 1617788308000 | 2 416496057868 eni-0aa22b3f1bb9a1209 10.10.10.10 91.163.25.152 80 14056 6 1 40 1617788308 1617788345 ACCEPT OK          |
| 1617788308000 | 2 416496057868 eni-0aa22b3f1bb9a1209 91.189.92.40 10.10.10.10 443 49170 6 17 6519 1617788308 1617788345 ACCEPT OK       |
| 1617788308000 | 2 416496057868 eni-0aa22b3f1bb9a1209 91.189.94.10 10.10.10.10 443 47496 6 13 6677 1617788308 1617788345 ACCEPT OK       |
| 1617788308000 | 2 416496057868 eni-0aa22b3f1bb9a1209 193.27.228.64 10.10.10.10 59390 3200 6 1 40 1617788308 1617788345 REJECT OK        |
| 1617788308000 | 2 416496057868 eni-0aa22b3f1bb9a1209 91.163.25.152 10.10.10.10 15097 80 6 1 64 1617788308 1617788345 ACCEPT OK          |
| 1617788308000 | 2 416496057868 eni-0aa22b3f1bb9a1209 10.10.10.10 91.163.25.152 80 15097 6 1 40 1617788308 1617788345 ACCEPT OK          |
| 1617788308000 | 2 416496057868 eni-0aa22b3f1bb9a1209 10.10.10.10 91.189.91.157 59253 123 17 1 76 1617788308 1617788345 ACCEPT OK        |
| 1617788308000 | 2 416496057868 eni-0aa22b3f1bb9a1209 10.10.10.10 91.163.25.152 80 14345 6 1 40 1617788308 1617788345 ACCEPT OK          |
| 1617788308000 | 2 416496057868 eni-0aa22b3f1bb9a1209 91.163.25.152 10.10.10.10 3079 80 6 1 64 1617788308 1617788345 ACCEPT OK           |
| 1617788308000 | 2 416496057868 eni-0aa22b3f1bb9a1209 10.10.10.10 91.163.25.152 80 3079 6 1 40 1617788308 1617788345 ACCEPT OK           |
| 1617788308000 | 2 416496057868 eni-0aa22b3f1bb9a1209 10.10.10.10 91.163.25.152 80 8391 6 1 40 1617788308 1617788345 ACCEPT OK           |
| 1617788308000 | 2 416496057868 eni-0aa22b3f1bb9a1209 91.163.25.152 10.10.10.10 5040 22 6 152 13545 1617788308 1617788886 ACCEPT OK      |
| 1617788308000 | 2 416496057868 eni-0aa22b3f1bb9a1209 10.10.10.10 91.163.25.152 22 5040 6 97 13590 1617788308 1617788886 ACCEPT OK       |
| 1617788349000 | 2 416496057868 eni-0aa22b3f1bb9a1209 185.236.11.91 10.10.10.10 47805 8443 6 1 40 1617788349 1617788405 REJECT OK        |
| 1617788349000 | 2 416496057868 eni-0aa22b3f1bb9a1209 10.10.10.10 91.163.25.152 80 16063 6 4 1007 1617788349 1617788405 ACCEPT OK        |
| 1617788349000 | 2 416496057868 eni-0aa22b3f1bb9a1209 91.163.25.152 10.10.10.10 16063 80 6 5 614 1617788349 1617788405 ACCEPT OK         |
| 1617788349000 | 2 416496057868 eni-0aa22b3f1bb9a1209 162.142.125.145 10.10.10.10 3054 20440 6 1 44 1617788349 1617788405 REJECT OK      |
| 1617788349000 | 2 416496057868 eni-0aa22b3f1bb9a1209 91.163.25.152 10.10.10.10 4396 80 6 6 630 1617788349 1617788405 ACCEPT OK          |
| 1617788349000 | 2 416496057868 eni-0aa22b3f1bb9a1209 91.189.91.157 10.10.10.10 123 50441 17 1 76 1617788349 1617788405 ACCEPT OK        |
| 1617788349000 | 2 416496057868 eni-0aa22b3f1bb9a1209 10.10.10.10 91.163.25.152 80 4396 6 5 613 1617788349 1617788405 ACCEPT OK          |
| 1617788349000 | 2 416496057868 eni-0aa22b3f1bb9a1209 10.10.10.10 91.189.91.157 50441 123 17 1 76 1617788349 1617788405 ACCEPT OK        |
| 1617788349000 | 2 416496057868 eni-0aa22b3f1bb9a1209 10.10.10.10 13.112.70.35 0 0 1 1 40 1617788349 1617788405 ACCEPT OK                |
| 1617788349000 | 2 416496057868 eni-0aa22b3f1bb9a1209 162.142.125.149 10.10.10.10 3149 20030 6 1 44 1617788349 1617788405 REJECT OK      |
| 1617788349000 | 2 416496057868 eni-0aa22b3f1bb9a1209 91.163.25.152 10.10.10.10 12554 80 6 6 678 1617788349 1617788405 ACCEPT OK         |
| 1617788349000 | 2 416496057868 eni-0aa22b3f1bb9a1209 74.120.14.89 10.10.10.10 54939 12586 6 1 44 1617788349 1617788405 REJECT OK        |
| 1617788349000 | 2 416496057868 eni-0aa22b3f1bb9a1209 13.112.70.35 10.10.10.10 0 0 1 1 40 1617788349 1617788405 ACCEPT OK                |
| 1617788349000 | 2 416496057868 eni-0aa22b3f1bb9a1209 10.10.10.10 91.163.25.152 80 12554 6 5 1059 1617788349 1617788405 ACCEPT OK        |
| 1617788408000 | 2 416496057868 eni-0aa22b3f1bb9a1209 91.243.45.115 10.10.10.10 43846 3612 6 1 40 1617788408 1617788465 REJECT OK        |
| 1617788408000 | 2 416496057868 eni-0aa22b3f1bb9a1209 10.10.10.10 91.189.91.157 44077 123 17 1 76 1617788408 1617788465 ACCEPT OK        |
| 1617788408000 | 2 416496057868 eni-0aa22b3f1bb9a1209 91.189.91.157 10.10.10.10 123 44077 17 1 76 1617788408 1617788465 ACCEPT OK        |
| 1617788408000 | 2 416496057868 eni-0aa22b3f1bb9a1209 162.142.125.158 10.10.10.10 65004 23 6 1 44 1617788408 1617788465 REJECT OK        |
| 1617788408000 | 2 416496057868 eni-0aa22b3f1bb9a1209 62.162.108.211 10.10.10.10 60000 39122 6 1 40 1617788408 1617788465 REJECT OK      |
| 1617788408000 | 2 416496057868 eni-0aa22b3f1bb9a1209 162.142.125.150 10.10.10.10 13396 21288 6 1 44 1617788408 1617788465 REJECT OK     |
| 1617788408000 | 2 416496057868 eni-0aa22b3f1bb9a1209 162.142.125.148 10.10.10.10 3407 9443 6 1 44 1617788408 1617788465 REJECT OK       |
| 1617788469000 | 2 416496057868 eni-0aa22b3f1bb9a1209 91.243.45.115 10.10.10.10 43846 3286 6 1 40 1617788469 1617788525 REJECT OK        |
| 1617788469000 | 2 416496057868 eni-0aa22b3f1bb9a1209 185.236.11.3 10.10.10.10 47735 9114 6 1 40 1617788469 1617788525 REJECT OK         |
| 1617788469000 | 2 416496057868 eni-0aa22b3f1bb9a1209 162.142.125.152 10.10.10.10 13828 9309 6 1 44 1617788469 1617788525 REJECT OK      |
| 1617788469000 | 2 416496057868 eni-0aa22b3f1bb9a1209 162.142.125.148 10.10.10.10 6356 9037 6 1 44 1617788469 1617788525 REJECT OK       |
| 1617788528000 | 2 416496057868 eni-0aa22b3f1bb9a1209 91.189.91.157 10.10.10.10 123 54887 17 1 76 1617788528 1617788585 ACCEPT OK        |
| 1617788528000 | 2 416496057868 eni-0aa22b3f1bb9a1209 193.27.228.64 10.10.10.10 59390 1040 6 1 40 1617788528 1617788585 REJECT OK        |
| 1617788528000 | 2 416496057868 eni-0aa22b3f1bb9a1209 10.10.10.10 95.217.181.72 22 23149 6 6 360 1617788528 1617788585 ACCEPT OK         |
| 1617788528000 | 2 416496057868 eni-0aa22b3f1bb9a1209 74.120.14.28 10.10.10.10 25191 2053 6 1 44 1617788528 1617788585 REJECT OK         |
| 1617788528000 | 2 416496057868 eni-0aa22b3f1bb9a1209 95.217.181.72 10.10.10.10 23149 22 6 1 64 1617788528 1617788585 ACCEPT OK          |
| 1617788528000 | 2 416496057868 eni-0aa22b3f1bb9a1209 41.157.10.142 10.10.10.10 58212 3389 6 1 52 1617788528 1617788585 REJECT OK        |
| 1617788528000 | 2 416496057868 eni-0aa22b3f1bb9a1209 10.10.10.10 95.217.181.72 22 60548 6 6 360 1617788528 1617788585 ACCEPT OK         |
| 1617788528000 | 2 416496057868 eni-0aa22b3f1bb9a1209 41.157.10.142 10.10.10.10 56977 3389 6 2 104 1617788528 1617788585 REJECT OK       |
| 1617788528000 | 2 416496057868 eni-0aa22b3f1bb9a1209 95.217.181.72 10.10.10.10 40525 22 6 1 64 1617788528 1617788585 ACCEPT OK          |
| 1617788528000 | 2 416496057868 eni-0aa22b3f1bb9a1209 10.10.10.10 95.217.181.72 22 40525 6 6 360 1617788528 1617788585 ACCEPT OK         |
| 1617788528000 | 2 416496057868 eni-0aa22b3f1bb9a1209 162.142.125.159 10.10.10.10 11423 21250 6 1 44 1617788528 1617788585 REJECT OK     |
| 1617788528000 | 2 416496057868 eni-0aa22b3f1bb9a1209 95.217.181.72 10.10.10.10 60548 22 6 1 64 1617788528 1617788585 ACCEPT OK          |
| 1617788528000 | 2 416496057868 eni-0aa22b3f1bb9a1209 91.243.45.115 10.10.10.10 43846 3759 6 1 40 1617788528 1617788585 REJECT OK        |
| 1617788528000 | 2 416496057868 eni-0aa22b3f1bb9a1209 10.10.10.10 91.189.91.157 54887 123 17 1 76 1617788528 1617788585 ACCEPT OK        |
| 1617788590000 | 2 416496057868 eni-0aa22b3f1bb9a1209 95.217.181.72 10.10.10.10 47496 587 6 1 64 1617788590 1617788645 REJECT OK         |
| 1617788590000 | 2 416496057868 eni-0aa22b3f1bb9a1209 95.217.181.72 10.10.10.10 52911 587 6 1 64 1617788590 1617788645 REJECT OK         |
| 1617788590000 | 2 416496057868 eni-0aa22b3f1bb9a1209 122.179.130.164 10.10.10.10 64902 445 6 2 104 1617788590 1617788645 REJECT OK      |
| 1617788590000 | 2 416496057868 eni-0aa22b3f1bb9a1209 185.236.11.9 10.10.10.10 48869 6610 6 1 40 1617788590 1617788645 REJECT OK         |
| 1617788590000 | 2 416496057868 eni-0aa22b3f1bb9a1209 101.255.125.98 10.10.10.10 59342 445 6 1 52 1617788590 1617788645 REJECT OK        |
| 1617788590000 | 2 416496057868 eni-0aa22b3f1bb9a1209 95.217.181.72 10.10.10.10 59571 587 6 1 64 1617788590 1617788645 REJECT OK         |
| 1617788590000 | 2 416496057868 eni-0aa22b3f1bb9a1209 162.142.125.144 10.10.10.10 37209 12334 6 1 44 1617788590 1617788645 REJECT OK     |
| 1617788590000 | 2 416496057868 eni-0aa22b3f1bb9a1209 162.142.125.153 10.10.10.10 13226 51200 6 1 44 1617788590 1617788645 REJECT OK     |
| 1617788590000 | 2 416496057868 eni-0aa22b3f1bb9a1209 167.248.133.73 10.10.10.10 35342 9148 6 1 44 1617788590 1617788645 REJECT OK       |
| 1617788590000 | 2 416496057868 eni-0aa22b3f1bb9a1209 141.98.81.147 10.10.10.10 65534 3409 6 1 40 1617788590 1617788645 REJECT OK        |
| 1617788651000 | 2 416496057868 eni-0aa22b3f1bb9a1209 91.243.45.115 10.10.10.10 43846 3339 6 1 40 1617788651 1617788705 REJECT OK        |
| 1617788651000 | 2 416496057868 eni-0aa22b3f1bb9a1209 162.142.125.158 10.10.10.10 31264 21286 6 1 44 1617788651 1617788705 REJECT OK     |
| 1617788651000 | 2 416496057868 eni-0aa22b3f1bb9a1209 162.142.125.159 10.10.10.10 38176 20150 6 1 44 1617788651 1617788705 REJECT OK     |
| 1617788651000 | 2 416496057868 eni-0aa22b3f1bb9a1209 162.142.125.154 10.10.10.10 23572 12367 6 1 44 1617788651 1617788705 REJECT OK     |
| 1617788707000 | 2 416496057868 eni-0aa22b3f1bb9a1209 162.142.125.157 10.10.10.10 42925 6001 6 1 44 1617788707 1617788765 REJECT OK      |
| 1617788707000 | 2 416496057868 eni-0aa22b3f1bb9a1209 78.111.245.242 10.10.10.10 51031 445 6 2 104 1617788707 1617788765 REJECT OK       |
| 1617788707000 | 2 416496057868 eni-0aa22b3f1bb9a1209 49.212.157.242 10.10.10.10 42552 6379 6 3 180 1617788707 1617788765 REJECT OK      |
| 1617788707000 | 2 416496057868 eni-0aa22b3f1bb9a1209 89.248.165.51 10.10.10.10 43945 33234 6 1 40 1617788707 1617788765 REJECT OK       |
| 1617788707000 | 2 416496057868 eni-0aa22b3f1bb9a1209 167.248.133.91 10.10.10.10 30733 45788 6 1 44 1617788707 1617788765 REJECT OK      |
| 1617788707000 | 2 416496057868 eni-0aa22b3f1bb9a1209 185.236.11.5 10.10.10.10 47900 9493 6 1 40 1617788707 1617788765 REJECT OK         |
| 1617788772000 | 2 416496057868 eni-0aa22b3f1bb9a1209 91.189.91.157 10.10.10.10 123 34938 17 1 76 1617788772 1617788825 ACCEPT OK        |
| 1617788772000 | 2 416496057868 eni-0aa22b3f1bb9a1209 162.142.125.158 10.10.10.10 20316 18112 6 1 44 1617788772 1617788825 REJECT OK     |
| 1617788772000 | 2 416496057868 eni-0aa22b3f1bb9a1209 10.10.10.10 91.189.91.157 34938 123 17 1 76 1617788772 1617788825 ACCEPT OK        |
| 1617788772000 | 2 416496057868 eni-0aa22b3f1bb9a1209 14.232.164.92 10.10.10.10 45034 445 6 2 104 1617788772 1617788825 REJECT OK        |
| 1617788772000 | 2 416496057868 eni-0aa22b3f1bb9a1209 195.54.160.155 10.10.10.10 52945 8134 6 1 40 1617788772 1617788825 REJECT OK       |
| 1617788772000 | 2 416496057868 eni-0aa22b3f1bb9a1209 162.142.125.159 10.10.10.10 63071 16076 6 1 44 1617788772 1617788825 REJECT OK     |
| 1617788827000 | 2 416496057868 eni-0aa22b3f1bb9a1209 139.155.68.58 10.10.10.10 47236 32198 6 1 40 1617788827 1617788886 REJECT OK       |
| 1617788827000 | 2 416496057868 eni-0aa22b3f1bb9a1209 45.146.164.211 10.10.10.10 47245 8088 6 1 40 1617788827 1617788886 REJECT OK       |
| 1617788827000 | 2 416496057868 eni-0aa22b3f1bb9a1209 10.10.10.10 193.112.108.11 22 56458 6 12 2034 1617788827 1617788886 ACCEPT OK      |
| 1617788827000 | 2 416496057868 eni-0aa22b3f1bb9a1209 193.27.228.58 10.10.10.10 59123 3377 6 1 40 1617788827 1617788886 REJECT OK        |
| 1617788827000 | 2 416496057868 eni-0aa22b3f1bb9a1209 193.112.108.11 10.10.10.10 56458 22 6 12 1345 1617788827 1617788886 ACCEPT OK      |
| 1617788903000 | 2 416496057868 eni-0aa22b3f1bb9a1209 162.142.125.153 10.10.10.10 11183 22022 6 1 44 1617788903 1617788946 REJECT OK     |
| 1617788903000 | 2 416496057868 eni-0aa22b3f1bb9a1209 162.142.125.144 10.10.10.10 61590 9030 6 1 44 1617788903 1617788946 REJECT OK      |
| 1617788903000 | 2 416496057868 eni-0aa22b3f1bb9a1209 162.142.125.152 10.10.10.10 34710 12239 6 1 44 1617788903 1617788946 REJECT OK     |
| 1617788903000 | 2 416496057868 eni-0aa22b3f1bb9a1209 91.163.25.152 10.10.10.10 5040 22 6 35 2680 1617788903 1617789366 ACCEPT OK        |
| 1617788903000 | 2 416496057868 eni-0aa22b3f1bb9a1209 10.10.10.10 91.163.25.152 22 5040 6 18 1548 1617788903 1617789366 ACCEPT OK        |
